TransactionID,CustomerID,TransactionDate,TransactionTime,Age,Gender,Income,Location,AccountAgeDays,Membership,ProductID,Category,Quantity,Price,TotalAmount,PaymentMethod,CardType,TransactionChannel,DeviceType,Browser,IPAddress,PreviousTransactionCount,AverageTransactionAmount,TransactionFrequency,TimeSinceLastTransaction,FailedLoginAttempts,PasswordChangeCount,NewDeviceLogin,IsInternational,DistanceFromHome,CustomerTotalSpend,CustomerAverageSpend,CustomerComplaints,CustomerRating,CustomerHealthScore,RefundCount,ChargebackCount,SuspiciousActivityCount,Fraud
TXN100013,CUST1430,2025-12-16,08:31:00,60,Male,69209.83,"Dallas, TX",3626,VIP,PROD735,Sports,2,1111.66,2223.32,Debit Card,Mastercard,In-Store,None,None,226.211.12.46,188,463.75,11.76,37.1,0,5,0,0,23.1,87185.0,463.75,2,1.6,43,3,0,3,0
TXN100014,CUST1942,2025-06-29,10:25:00,70,Male,52865.44,"Austin, TX",796,VIP,PROD436,Home & Kitchen,1,1160.6,1160.6,PayPal,None,Mobile App,Tablet,Opera,103.169.14.30,66,105.71,14.44,24.0,0,0,1,0,13.7,6976.86,105.71,2,3.9,70,3,0,3,1
TXN100015,CUST2180,2025-04-08,08:41:00,20,Non-Binary,79507.19,"Dallas, TX",3308,None,PROD803,Sports,2,443.42,886.84,Credit Card,Amex,Mobile App,Tablet,Chrome,185.153.158.171,104,176.57,10.49,49.9,0,1,1,0,6.0,18363.28,176.57,5,4.8,52,4,2,3,0
TXN100016,CUST1000,2025-06-05,09:47:00,31,Female,123219.85,"San Jose, CA",2686,Platinum,PROD576,Beauty,4,814.0,3256.0,Bank Transfer,None,POS,None,None,204.86.43.73,131,338.65,9.33,8.5,0,1,1,0,14.7,44363.15,338.65,1,4.2,48,0,0,1,0
TXN100017,CUST2251,2026-03-12,02:29:00,47,Female,135767.11,"San Jose, CA",801,VIP,PROD606,Beauty,2,185.61,371.22,Crypto,None,Online,Desktop,Edge,57.90.237.13,142,139.62,12.74,41.1,0,3,1,0,69.9,19826.04,139.62,3,3.5,94,3,3,1,0
TXN100018,CUST1972,2025-08-19,08:50:00,66,Male,129982.86,"Phoenix, AZ",3141,None,PROD596,Sports,2,336.77,673.54,Credit Card,Amex,In-Store,None,None,70.171.163.229,138,58.68,2.35,34.5,1,1,0,1,45.0,8097.84,58.68,0,2.7,72,4,3,3,1
TXN100019,CUST1127,2025-04-16,14:20:00,42,Non-Binary,143257.75,"New York, NY",3514,None,PROD489,Beauty,1,1131.86,1131.86,PayPal,None,POS,None,None,219.214.112.125,56,151.01,7.34,35.1,0,5,1,1,1.9,8456.56,151.01,5,1.7,89,1,0,3,1
TXN100020,CUST2212,2025-10-16,22:37:00,19,Male,105343.71,"Chicago, IL",3555,VIP,PROD286,Electronics,3,461.13,1383.39,Debit Card,Discover,Mobile App,Mobile,Edge,72.215.129.214,20,245.75,11.26,4.8,0,2,0,0,7.9,4915.0,245.75,5,1.3,35,0,1,1,0
TXN100021,CUST2272,2025-03-20,08:08:00,26,Female,108682.36,"San Jose, CA",897,VIP,PROD816,Home & Kitchen,3,209.67,629.01,Bank Transfer,None,Online,Desktop,Firefox,28.13.159.148,173,455.85,5.69,84.7,0,1,0,0,35.3,78862.05,455.85,4,3.8,61,0,2,4,0
TXN100022,CUST2159,2026-02-05,01:24:00,40,Non-Binary,78547.25,"Philadelphia, PA",287,None,PROD763,Home & Kitchen,1,1020.99,1020.99,Apple Pay,None,Online,Mobile,Firefox,163.235.78.112,45,372.22,14.49,24.4,0,4,1,0,15.6,16749.9,372.22,3,2.7,64,2,1,0,0
TXN100023,CUST1923,2025-05-05,15:51:00,54,Non-Binary,108523.56,"Philadelphia, PA",122,VIP,PROD971,Home & Kitchen,2,590.18,1180.36,PayPal,None,Mobile App,Mobile,Firefox,226.141.5.133,48,61.09,10.83,44.0,0,1,1,0,1.5,2932.32,61.09,5,3.8,87,0,0,2,1
TXN100024,CUST1453,2025-07-27,23:36:00,33,Female,107995.0,"Philadelphia, PA",1943,None,PROD643,Home & Kitchen,4,1195.99,4783.96,Bank Transfer,None,Mobile App,Mobile,Edge,70.156.128.60,30,366.22,4.8,66.9,5,5,0,0,4.4,10986.6,366.22,1,1.9,91,2,2,0,0
TXN100025,CUST1606,2025-04-27,12:19:00,29,Female,26768.55,"Dallas, TX",523,Platinum,PROD146,Electronics,5,357.64,1788.2,Debit Card,Discover,Online,Desktop,Opera,73.240.245.113,87,108.49,0.87,84.7,0,3,0,0,24.5,9438.63,108.49,0,2.6,39,4,0,1,0
TXN100026,CUST2152,2026-05-01,10:22:00,23,Male,39806.45,"Fort Worth, TX",1709,None,PROD710,Toys,5,278.57,1392.85,Bank Transfer,None,POS,None,None,116.226.152.221,150,495.22,4.65,55.9,1,4,0,0,1.5,74283.0,495.22,1,3.5,63,5,0,1,0
TXN100027,CUST2130,2025-02-08,05:20:00,18,Female,81312.96,"San Jose, CA",1929,Platinum,PROD133,Clothing,3,851.28,2553.84,Crypto,None,POS,None,None,19.119.135.202,160,303.1,12.08,17.9,0,0,0,0,39.8,48496.0,303.1,5,1.6,64,1,0,0,0
TXN100028,CUST1629,2025-11-01,19:25:00,36,Female,40544.21,"Jacksonville, FL",1250,VIP,PROD378,Books,5,597.62,2988.1,Credit Card,None,Online,Mobile,Firefox,155.128.13.24,58,481.72,12.56,51.8,0,0,1,0,1.3,27939.76,481.72,4,1.2,52,3,3,2,1
TXN100029,CUST1371,2025-10-27,14:52:00,58,Female,146131.9,"San Diego, CA",1430,VIP,PROD441,Home & Kitchen,1,1030.7,1030.7,PayPal,None,POS,None,None,178.253.147.170,102,410.51,8.3,41.0,0,2,1,0,26.2,41872.02,410.51,2,1.5,81,4,0,4,1
TXN100030,CUST1946,2025-07-31,01:51:00,30,Non-Binary,70222.42,"Fort Worth, TX",2046,VIP,PROD878,Electronics,2,327.8,655.6,Debit Card,Amex,POS,None,None,226.248.62.8,161,312.26,3.67,14.3,0,4,0,0,12.8,50273.86,312.26,4,2.6,58,0,3,0,0
TXN100031,CUST1315,2025-09-13,09:57:00,50,Non-Binary,59178.11,"Columbus, OH",1981,VIP,PROD349,Beauty,5,182.12,910.6,Debit Card,None,In-Store,None,None,222.35.141.198,106,183.14,11.84,24.1,0,0,1,0,28.6,19412.84,183.14,5,2.2,92,1,3,4,0
TXN100032,CUST1680,2025-10-10,18:32:00,42,Female,141606.53,"Columbus, OH",777,Gold,PROD685,Beauty,2,1028.66,2057.32,Apple Pay,None,Online,Mobile,Edge,181.195.197.254,169,400.35,9.82,13.8,0,0,0,0,13.6,67659.15,400.35,4,4.9,72,0,3,0,0
TXN100033,CUST1935,2025-01-08,04:55:00,44,Non-Binary,146244.6,"Los Angeles, CA",1928,Platinum,PROD446,Books,4,783.31,3133.24,PayPal,None,POS,None,None,245.162.249.224,138,37.23,1.12,56.8,0,2,0,0,0.5,5137.74,37.23,5,1.4,42,5,0,3,0
TXN100034,CUST1613,2026-04-08,00:59:00,20,Female,124517.93,"Phoenix, AZ",1473,Platinum,PROD541,Clothing,2,642.09,1284.18,Bank Transfer,None,In-Store,None,None,44.89.40.157,97,317.46,3.69,82.2,0,1,0,0,20.2,30793.62,317.46,3,3.6,88,2,0,3,0
TXN100035,CUST2387,2025-10-07,05:23:00,22,Female,143154.45,"San Jose, CA",1230,VIP,PROD806,Home & Kitchen,4,1015.91,4063.64,Debit Card,Discover,POS,None,None,28.121.195.147,91,295.91,14.89,26.6,0,5,1,0,47.6,26927.81,295.91,2,1.0,36,4,3,2,1
TXN100036,CUST1471,2025-11-07,12:01:00,32,Non-Binary,48766.5,"Phoenix, AZ",2781,Gold,PROD743,Electronics,1,377.63,377.63,Apple Pay,None,Online,Tablet,Firefox,188.67.46.233,75,176.83,6.29,18.2,0,4,1,0,28.2,13262.25,176.83,4,3.0,64,1,2,3,0
TXN100037,CUST1604,2026-01-18,11:33:00,69,Male,83541.42,"Los Angeles, CA",581,Gold,PROD980,Sports,4,1161.05,4644.2,Bank Transfer,None,Mobile App,Desktop,Edge,4.135.63.117,94,342.96,10.12,52.7,0,5,1,0,6.8,32238.24,342.96,0,3.7,90,0,2,4,1
TXN100038,CUST1453,2025-11-28,02:09:00,58,Female,138673.45,"Phoenix, AZ",2664,VIP,PROD219,Clothing,1,1136.05,1136.05,PayPal,None,POS,None,None,30.49.120.228,137,85.12,6.86,60.4,0,5,1,1,33.0,11661.44,85.12,4,4.0,49,3,0,3,1
TXN100039,CUST2260,2025-07-28,09:32:00,20,Non-Binary,71316.24,"San Diego, CA",1826,Gold,PROD975,Home & Kitchen,1,1177.3,1177.3,PayPal,None,Mobile App,Desktop,Edge,71.97.62.243,116,64.0,3.26,57.6,0,0,0,0,32.6,7424.0,64.0,2,2.0,46,4,1,0,0
TXN100040,CUST2135,2025-04-17,20:00:00,31,Male,66069.94,"Chicago, IL",3235,None,PROD102,Home & Kitchen,2,1185.16,2370.32,Bank Transfer,None,Mobile App,Desktop,Chrome,170.13.67.4,91,399.19,3.65,29.2,0,1,1,0,15.5,36326.29,399.19,0,1.5,83,4,0,0,0
TXN100041,CUST1741,2025-09-20,20:15:00,24,Female,87979.84,"San Jose, CA",182,None,PROD408,Beauty,1,82.38,82.38,Apple Pay,None,POS,None,None,110.55.251.183,113,55.28,1.3,54.8,1,0,0,0,7.7,6246.64,55.28,2,3.5,100,5,2,3,0
TXN100042,CUST2086,2025-05-31,15:29:00,50,Non-Binary,78774.92,"Fort Worth, TX",2879,Standard,PROD973,Sports,5,867.8,4339.0,Debit Card,Discover,POS,None,None,228.116.211.87,116,211.39,10.97,28.2,0,2,1,0,11.1,24521.24,211.39,2,4.8,90,0,0,0,0
TXN100043,CUST1197,2026-01-17,12:43:00,69,Male,94546.34,"San Jose, CA",2305,None,PROD437,Sports,1,498.86,498.86,Crypto,None,POS,None,None,223.26.147.154,79,188.79,8.71,19.2,1,5,1,0,0.1,14914.41,188.79,1,4.4,74,4,2,0,0
TXN100044,CUST2175,2025-04-26,14:38:00,72,Non-Binary,146818.33,"Columbus, OH",2551,None,PROD791,Sports,5,41.24,206.2,Crypto,None,Mobile App,Desktop,Safari,70.158.173.90,1,107.07,2.23,59.2,0,0,0,0,5.0,107.07,107.07,5,3.5,33,0,1,3,0
TXN100045,CUST1698,2025-03-22,12:37:00,37,Non-Binary,65547.86,"San Jose, CA",2447,Standard,PROD153,Clothing,2,907.78,1815.56,Credit Card,Visa,Mobile App,Mobile,Edge,125.226.212.70,55,382.37,1.8,38.7,0,2,1,0,57.3,21030.35,382.37,4,3.7,35,1,3,4,1
TXN100046,CUST1112,2025-01-04,06:58:00,37,Male,120918.69,"Fort Worth, TX",1051,Platinum,PROD435,Electronics,1,601.89,601.89,Apple Pay,None,In-Store,None,None,34.194.117.129,143,420.01,12.11,6.6,0,5,0,0,24.3,60061.43,420.01,3,1.1,39,2,3,4,0
TXN100047,CUST2311,2025-08-02,09:52:00,25,Female,27607.07,"Philadelphia, PA",708,None,PROD571,Toys,3,114.87,344.61,Credit Card,Mastercard,POS,None,None,151.205.40.102,79,377.99,3.4,70.1,0,0,0,1,65.6,29861.21,377.99,4,3.0,74,2,1,1,0
TXN100048,CUST1524,2025-04-12,05:55:00,56,Male,120026.91,"Austin, TX",313,Gold,PROD891,Sports,4,562.1,2248.4,Bank Transfer,None,POS,None,None,175.165.161.39,112,52.78,6.69,27.3,0,2,0,0,7.2,5911.36,52.78,2,3.0,69,3,3,0,0
TXN100049,CUST1587,2025-02-09,22:00:00,73,Male,101876.05,"Dallas, TX",1579,VIP,PROD694,Books,1,545.18,545.18,Bank Transfer,None,In-Store,None,None,83.243.77.246,15,236.25,12.18,75.4,0,5,0,0,18.8,3543.75,236.25,4,3.6,35,1,3,3,0
TXN100050,CUST2248,2025-03-23,12:25:00,41,Female,73427.07,"Fort Worth, TX",1390,None,PROD153,Toys,3,88.44,265.32,Credit Card,None,POS,None,None,73.129.76.86,20,299.71,2.21,31.5,0,5,1,0,6.5,5994.2,299.71,1,3.4,40,2,3,2,0
TXN100051,CUST2372,2025-12-26,23:23:00,51,Male,105753.1,"San Antonio, TX",2087,Platinum,PROD118,Home & Kitchen,3,224.51,673.53,Debit Card,Amex,POS,None,None,50.115.70.40,19,161.98,11.84,45.7,2,4,0,0,3.1,3077.62,161.98,5,2.3,46,4,3,1,0
TXN100052,CUST2418,2026-01-30,21:19:00,69,Male,115147.87,"New York, NY",1687,Platinum,PROD792,Sports,2,1163.81,2327.62,Bank Transfer,None,Mobile App,Tablet,Edge,60.122.158.248,200,245.13,12.54,33.2,0,4,1,1,5.5,49026.0,245.13,3,4.1,78,4,3,1,1
TXN100053,CUST1408,2026-02-15,20:38:00,26,Female,31522.48,"San Diego, CA",3585,Platinum,PROD667,Electronics,5,1022.89,5114.45,PayPal,None,Online,Desktop,Firefox,116.75.223.24,56,412.02,13.28,83.7,0,3,0,0,5.4,23073.12,412.02,3,3.0,60,3,0,2,0
TXN100054,CUST1652,2026-04-22,03:22:00,71,Non-Binary,106245.09,"Fort Worth, TX",603,Gold,PROD139,Home & Kitchen,4,838.33,3353.32,Debit Card,Discover,POS,None,None,158.2.40.5,65,123.51,2.33,84.6,1,4,1,0,20.0,8028.15,123.51,0,4.1,60,2,0,0,0
TXN100055,CUST2308,2026-02-11,21:15:00,47,Male,38857.24,"Charlotte, NC",2052,None,PROD648,Electronics,5,694.31,3471.55,Crypto,None,In-Store,None,None,75.219.0.158,90,135.47,6.31,59.8,0,0,1,0,1.9,12192.3,135.47,0,4.8,99,4,0,3,1
TXN100056,CUST1962,2025-01-23,21:41:00,42,Female,56706.28,"New York, NY",1467,Standard,PROD453,Clothing,1,928.09,928.09,Crypto,None,Mobile App,Desktop,Chrome,91.173.89.213,199,348.65,14.71,43.1,1,1,0,0,4.1,69381.35,348.65,0,3.9,88,0,2,1,0
TXN100057,CUST1408,2026-03-30,01:25:00,38,Female,89422.95,"Columbus, OH",2229,VIP,PROD359,Electronics,2,350.47,700.94,Credit Card,Amex,Mobile App,Desktop,Firefox,112.204.225.230,98,182.74,2.88,62.3,0,2,1,0,22.6,17908.52,182.74,0,3.9,40,3,1,4,0
TXN100058,CUST1210,2025-02-10,11:11:00,60,Female,63311.98,"San Jose, CA",2944,VIP,PROD270,Sports,4,428.34,1713.36,Credit Card,Amex,POS,None,None,71.29.38.172,163,214.98,7.74,67.5,0,1,0,0,5.1,35041.74,214.98,1,4.4,86,0,1,0,0
TXN100059,CUST2321,2025-07-07,12:21:00,42,Non-Binary,29048.17,"Chicago, IL",2786,VIP,PROD479,Home & Kitchen,4,918.07,3672.28,Bank Transfer,None,In-Store,None,None,136.187.203.81,166,153.77,14.41,2.4,0,1,1,0,23.5,25525.82,153.77,4,2.5,45,2,2,3,1
TXN100060,CUST1439,2025-11-10,09:44:00,62,Female,50022.29,"Chicago, IL",3498,Standard,PROD562,Clothing,4,1196.74,4786.96,Crypto,None,Mobile App,Tablet,Firefox,182.33.148.229,76,428.65,10.71,83.5,0,5,0,1,3.0,32577.4,428.65,2,3.0,45,1,1,1,0
TXN100061,CUST1053,2025-07-04,18:54:00,54,Female,83425.73,"Dallas, TX",536,None,PROD188,Electronics,3,483.81,1451.43,Crypto,None,POS,None,None,135.210.209.211,147,55.4,14.59,57.8,0,3,1,0,51.7,8143.8,55.4,5,3.1,46,4,1,1,0
TXN100062,CUST1113,2026-03-02,04:14:00,51,Male,63015.57,"Chicago, IL",1326,Gold,PROD454,Books,3,1016.66,3049.98,PayPal,None,In-Store,None,None,163.140.64.161,77,314.93,1.49,57.7,2,4,0,0,21.6,24249.61,314.93,1,3.6,73,4,0,0,0
TXN100063,CUST2313,2026-01-30,19:41:00,34,Non-Binary,51351.05,"San Jose, CA",1711,None,PROD754,Electronics,4,1067.91,4271.64,Bank Transfer,None,Mobile App,Tablet,Firefox,124.125.207.77,116,55.03,0.99,39.6,1,3,1,0,15.1,6383.48,55.03,1,2.4,48,2,2,2,1
TXN100064,CUST1816,2025-03-08,12:38:00,50,Non-Binary,38272.99,"Houston, TX",1915,Standard,PROD373,Beauty,2,177.64,355.28,Credit Card,Amex,POS,None,None,222.214.127.247,40,410.47,14.01,64.9,0,1,0,0,45.5,16418.8,410.47,3,5.0,89,3,2,3,1
TXN100065,CUST1805,2025-09-16,15:36:00,33,Male,97918.01,"New York, NY",212,Platinum,PROD606,Books,4,350.04,1400.16,Credit Card,Visa,POS,None,None,35.135.187.196,103,195.65,6.07,51.4,2,1,1,0,8.3,20151.95,195.65,4,2.2,79,4,3,4,1
TXN100066,CUST1572,2026-02-27,21:16:00,61,Non-Binary,39851.38,"Los Angeles, CA",1618,Platinum,PROD913,Home & Kitchen,5,1127.35,5636.75,Debit Card,Mastercard,POS,None,None,129.20.23.10,35,362.52,12.08,46.8,0,1,0,0,45.5,12688.2,362.52,2,4.7,70,1,3,4,0
TXN100067,CUST1612,2025-10-31,11:28:00,50,Non-Binary,91542.48,"Jacksonville, FL",2310,Platinum,PROD586,Toys,1,448.35,448.35,Crypto,None,Online,Mobile,Opera,79.13.242.68,167,395.79,11.66,52.0,2,5,0,0,20.5,66096.93,395.79,4,2.9,97,5,3,1,0
TXN100068,CUST1496,2025-01-17,19:32:00,62,Male,48848.04,"San Diego, CA",1289,VIP,PROD255,Beauty,2,498.35,996.7,Bank Transfer,None,POS,None,None,224.31.70.133,53,289.23,14.97,43.1,0,3,1,0,45.8,15329.19,289.23,1,2.8,98,2,2,2,0
TXN100069,CUST1393,2026-05-06,08:24:00,35,Non-Binary,62312.4,"Phoenix, AZ",3163,Platinum,PROD821,Clothing,4,387.28,1549.12,PayPal,None,Mobile App,Mobile,Chrome,147.194.202.210,88,478.21,12.09,26.2,0,2,0,0,2.1,42082.48,478.21,2,4.7,62,5,3,1,0
TXN100070,CUST2103,2025-05-19,19:11:00,62,Female,42159.12,"San Jose, CA",3039,None,PROD345,Clothing,1,807.1,807.1,Bank Transfer,None,In-Store,None,None,164.119.26.26,105,178.54,7.14,61.3,0,1,0,0,3.5,18746.7,178.54,4,4.9,50,3,3,3,0
TXN100071,CUST1588,2025-06-14,09:44:00,59,Male,138492.12,"Los Angeles, CA",2676,None,PROD337,Books,1,1096.74,1096.74,Debit Card,Discover,In-Store,None,None,240.18.203.202,126,109.43,11.26,78.5,0,2,0,0,21.1,13788.18,109.43,0,2.2,43,2,2,3,0
TXN100072,CUST2112,2025-09-26,16:51:00,74,Male,131382.47,"San Diego, CA",1122,Gold,PROD928,Electronics,3,203.37,610.11,Apple Pay,None,Mobile App,Tablet,Safari,4.172.151.146,172,383.5,2.71,77.1,0,3,1,0,5.4,65962.0,383.5,4,2.3,81,5,0,1,0
TXN100073,CUST1977,2025-06-15,08:28:00,18,Female,72946.8,"San Diego, CA",3092,Platinum,PROD437,Home & Kitchen,5,870.23,4351.15,Credit Card,Amex,Mobile App,Tablet,Safari,16.60.238.79,40,214.6,7.59,80.6,0,5,1,0,21.0,8584.0,214.6,5,1.5,67,2,1,1,0
TXN100074,CUST1979,2025-03-20,15:31:00,65,Non-Binary,71703.11,"Jacksonville, FL",2254,VIP,PROD875,Books,2,916.61,1833.22,Crypto,None,Online,Tablet,Edge,136.185.39.235,144,73.86,12.45,81.3,1,1,0,0,16.8,10635.84,73.86,1,2.3,96,3,0,1,0
TXN100075,CUST2001,2025-02-16,17:25:00,46,Male,81679.04,"Dallas, TX",1706,VIP,PROD677,Electronics,5,560.23,2801.15,PayPal,None,Online,Mobile,Firefox,210.1.111.149,18,41.74,5.23,5.8,0,0,0,0,6.2,751.32,41.74,3,1.1,82,1,1,3,0
TXN100076,CUST1783,2025-08-18,12:53:00,42,Male,110341.29,"Austin, TX",3587,None,PROD236,Sports,3,151.17,453.51,Bank Transfer,None,POS,None,None,136.65.114.214,0,382.97,14.68,41.7,0,5,1,1,10.0,0.0,382.97,4,2.5,59,1,3,2,1
TXN100077,CUST1317,2025-05-22,06:26:00,74,Non-Binary,120686.24,"New York, NY",3320,VIP,PROD729,Toys,1,296.39,296.39,Credit Card,Visa,Online,Mobile,Opera,173.24.125.190,11,213.09,3.59,19.6,2,0,0,0,31.7,2343.99,213.09,4,5.0,59,5,2,4,0
TXN100078,CUST2377,2026-02-24,10:56:00,33,Female,134532.29,"Austin, TX",2140,Gold,PROD523,Home & Kitchen,3,82.54,247.62,Bank Transfer,None,In-Store,None,None,161.218.253.13,88,471.96,10.1,70.7,0,2,1,0,13.6,41532.48,471.96,3,1.6,78,1,3,1,0
TXN100079,CUST1615,2026-03-16,04:55:00,69,Female,139342.65,"Dallas, TX",1695,VIP,PROD670,Books,2,472.22,944.44,PayPal,None,In-Store,None,None,85.40.230.217,94,64.38,10.9,17.2,0,2,1,0,6.6,6051.72,64.38,5,3.4,35,0,1,4,0
TXN100080,CUST2144,2025-04-22,16:21:00,31,Female,62898.5,"Charlotte, NC",67,Gold,PROD294,Sports,1,898.79,898.79,Apple Pay,None,In-Store,None,None,179.104.203.235,61,285.0,11.66,34.3,0,4,1,0,3.9,17385.0,285.0,2,2.0,95,3,3,0,0
TXN100081,CUST2479,2025-08-29,10:55:00,31,Female,64115.25,"New York, NY",2309,Gold,PROD859,Clothing,1,320.32,320.32,Bank Transfer,None,POS,None,None,76.78.100.85,58,202.32,12.52,45.0,3,5,1,1,49.3,11734.56,202.32,2,4.1,92,5,3,3,1
TXN100082,CUST1344,2026-01-11,12:01:00,28,Male,115039.19,"San Diego, CA",758,None,PROD757,Electronics,5,50.25,251.25,Credit Card,Visa,Online,Mobile,Safari,216.118.34.182,38,24.39,7.64,33.7,0,4,1,0,52.7,926.82,24.39,5,3.0,30,4,3,0,1
TXN100083,CUST2479,2025-05-21,18:17:00,36,Male,87777.0,"Jacksonville, FL",2765,VIP,PROD925,Clothing,1,1102.48,1102.48,Bank Transfer,None,In-Store,None,None,62.98.129.209,90,148.32,6.01,33.6,0,3,1,1,66.3,13348.8,148.32,4,2.0,58,2,0,0,1
TXN100084,CUST1191,2025-07-27,12:56:00,42,Non-Binary,84500.64,"Austin, TX",43,Gold,PROD184,Beauty,4,777.44,3109.76,PayPal,None,Online,Tablet,Chrome,59.108.243.70,11,463.6,10.3,25.3,2,4,0,0,9.7,5099.6,463.6,1,4.7,70,0,1,4,0
TXN100085,CUST2459,2026-02-25,13:35:00,22,Female,45306.28,"Houston, TX",2326,VIP,PROD793,Books,3,466.78,1400.34,Crypto,None,In-Store,None,None,203.40.177.14,25,229.8,12.6,30.7,2,4,1,0,3.7,5745.0,229.8,2,1.1,64,3,3,1,0
TXN100086,CUST1768,2025-08-10,06:20:00,61,Non-Binary,107583.99,"Los Angeles, CA",3167,None,PROD402,Toys,2,858.6,1717.2,Credit Card,Amex,In-Store,None,None,98.78.199.82,92,71.14,0.18,27.8,0,2,1,1,23.8,6544.88,71.14,0,1.5,53,3,3,4,1
TXN100087,CUST2136,2025-09-20,13:55:00,24,Male,36202.36,"Dallas, TX",386,None,PROD712,Toys,3,1037.82,3113.46,Credit Card,Amex,POS,None,None,100.43.124.147,133,101.4,5.77,12.6,0,2,1,0,19.1,13486.2,101.4,3,1.6,51,3,2,3,1
TXN100088,CUST1613,2025-09-05,02:37:00,41,Female,143027.79,"Jacksonville, FL",2565,VIP,PROD708,Books,2,554.86,1109.72,Debit Card,Amex,Online,Mobile,Firefox,216.194.168.113,85,226.7,12.37,58.6,8,4,0,0,14.6,19269.5,226.7,2,2.3,55,3,2,1,0
