CustomerID,WebsiteVisits,AppUsage,SupportCalls,Complaints,Reviews,WishlistCount,CartAbandonment,SatisfactionScore
CUST000117,27,193.1,6,1,1,3,4,3.2
CUST000118,34,112.0,3,2,3,4,1,2.9
CUST000119,22,55.1,4,2,2,9,2,3.1
CUST000120,17,125.3,2,2,6,3,1,4.5
CUST000121,62,481.6,1,1,6,4,0,3.4
CUST000122,17,49.1,7,3,4,4,4,3.0
CUST000123,34,99.6,5,2,1,4,1,3.1
CUST000124,26,93.2,3,1,4,5,0,4.2
CUST000125,24,190.9,2,0,7,5,6,4.2
CUST000126,19,186.3,3,1,9,4,1,4.7
CUST000127,26,177.0,4,3,4,2,4,3.6
CUST000128,31,178.4,1,0,4,5,2,4.3
CUST000129,19,160.5,1,0,2,7,2,4.2
CUST000130,26,89.6,4,0,4,6,1,4.5
CUST000131,13,135.9,2,0,6,5,0,2.9
CUST000132,25,67.8,4,4,0,4,1,2.7
CUST000133,7,45.7,6,1,3,8,5,2.7
CUST000134,21,90.1,3,0,4,6,2,4.7
CUST000135,10,97.0,5,1,4,8,0,2.7
CUST000136,13,80.1,6,5,2,4,2,3.6
CUST000137,10,45.2,2,1,2,6,3,3.2
CUST000138,22,175.3,4,2,9,8,1,4.1
CUST000139,17,114.0,2,3,2,5,1,2.8
CUST000140,14,100.3,5,3,3,5,6,3.1
CUST000141,19,59.1,5,3,4,2,2,3.5
CUST000142,43,453.7,1,0,9,8,0,3.2
CUST000143,25,150.3,3,1,1,7,4,3.0
CUST000144,23,274.7,3,0,2,4,3,3.1
CUST000145,23,126.9,3,2,4,5,3,4.0
CUST000146,25,168.2,4,4,4,3,1,3.5
CUST000147,10,87.2,3,1,3,2,0,3.5
CUST000148,46,202.7,1,1,5,8,2,3.6
CUST000149,15,44.7,8,2,4,9,3,4.1
CUST000150,6,24.6,1,0,8,6,4,3.0
CUST000151,34,388.1,4,0,4,1,4,4.1
CUST000152,52,391.5,9,5,2,9,3,3.6
CUST000153,14,125.9,2,1,4,6,2,2.7
CUST000154,41,164.7,7,4,3,3,0,3.9
CUST000155,14,64.2,2,1,4,7,0,2.7
CUST000156,17,174.5,2,1,3,6,3,3.0
CUST000157,12,120.8,2,1,2,10,1,4.6
CUST000158,13,66.4,5,3,5,7,5,3.1
CUST000159,11,44.5,8,5,6,7,4,2.5
CUST000160,15,99.6,8,2,3,5,1,3.3
CUST000161,22,172.9,4,2,2,8,2,2.8
CUST000162,17,132.2,2,2,4,15,1,4.2
CUST000163,20,128.1,4,4,2,4,4,2.6
CUST000164,16,74.2,1,0,2,7,2,4.1
CUST000165,21,207.9,2,0,5,6,4,1.9
CUST000166,20,220.6,2,1,2,6,2,4.2
CUST000167,16,89.2,2,0,9,7,0,5.0
CUST000168,33,285.9,3,2,2,3,3,3.5
CUST000169,7,28.6,5,2,2,4,3,4.7
CUST000170,27,89.2,7,4,2,7,2,3.0
CUST000171,30,342.6,2,2,3,5,0,3.3
CUST000172,14,74.6,4,2,4,3,3,3.8
CUST000173,21,194.7,3,1,6,5,0,4.3
CUST000174,19,205.7,2,1,1,5,7,3.5
CUST000175,14,67.2,0,0,2,5,2,3.7
CUST000176,22,249.1,5,5,2,7,3,3.4
CUST000177,27,290.6,7,1,2,3,3,2.0
CUST000178,18,96.2,4,1,4,5,2,3.4
CUST000179,22,242.7,5,1,4,5,3,2.9
CUST000180,18,152.0,2,3,3,7,3,3.0
CUST000181,11,47.8,3,3,6,7,4,2.9
CUST000182,19,56.5,10,4,1,0,9,2.2
CUST000183,17,120.9,1,1,4,7,3,3.1
CUST000184,22,63.2,1,1,9,8,3,3.8
CUST000185,34,205.2,2,0,5,9,1,5.0
CUST000186,9,38.4,6,3,1,4,7,2.9
CUST000187,11,37.4,5,2,0,6,3,2.9
CUST000188,39,126.2,3,1,7,5,2,4.0
CUST000189,13,41.8,2,0,6,6,0,4.0
CUST000190,27,200.7,4,2,2,6,3,1.8
CUST000191,17,122.8,4,0,3,4,3,3.7
CUST000192,38,255.8,6,2,4,5,7,2.5
CUST000193,29,344.5,4,1,8,6,3,3.4
CUST000194,9,68.7,1,0,3,13,0,4.4
CUST000195,12,63.6,6,3,5,4,3,3.4
CUST000196,16,80.2,5,2,5,2,1,4.2
CUST000197,27,109.8,2,2,3,3,3,4.4
CUST000198,26,83.3,2,0,6,7,2,3.2
CUST000199,29,229.9,4,1,2,6,2,4.8
CUST000200,16,162.5,1,2,2,8,2,2.9
CUST000201,14,103.7,10,0,3,5,1,3.4
CUST000202,25,193.7,8,4,1,6,2,4.1
CUST000203,19,58.0,2,0,6,7,2,4.4
CUST000204,23,107.2,2,1,1,2,4,2.6
CUST000205,13,100.0,3,0,4,6,4,3.6
CUST000206,11,103.4,4,0,3,6,4,2.5
CUST000207,10,75.5,4,3,3,3,3,4.5
CUST000208,6,19.5,4,1,4,11,1,3.8
CUST000209,30,172.7,7,3,2,4,2,3.6
CUST000210,19,160.7,0,0,3,6,3,3.4
CUST000211,11,32.0,3,0,3,8,3,2.5
CUST000212,22,151.3,5,0,4,3,3,3.5
CUST000213,15,42.9,7,4,3,6,1,4.5
CUST000214,14,129.7,2,1,4,5,1,2.2
CUST000215,22,158.9,4,1,8,5,1,3.0
CUST000216,30,231.0,6,3,4,5,2,4.1
CUST000217,13,131.6,2,1,4,9,2,2.7
CUST000218,29,306.4,6,0,5,6,5,3.1
CUST000219,22,125.4,2,0,3,7,1,4.3
CUST000220,27,101.7,1,1,4,7,5,2.8
CUST000221,24,265.4,3,1,3,1,3,3.2
CUST000222,12,56.5,4,4,4,8,0,3.3
CUST000223,36,395.1,1,0,4,7,1,5.0
CUST000224,20,106.2,1,0,3,9,3,5.0
CUST000225,14,164.4,3,2,3,6,0,4.0
CUST000226,20,137.7,4,2,4,3,4,3.1
CUST000227,14,132.8,6,3,5,4,3,4.2
CUST000228,32,167.3,5,1,2,8,4,3.0
CUST000229,12,82.2,4,1,4,6,3,3.6
CUST000230,29,164.6,3,0,4,1,7,3.7
CUST000231,16,57.0,1,0,3,6,1,3.6
CUST000232,15,165.4,0,0,6,7,2,4.0
CUST000233,40,240.1,5,2,4,3,3,4.1
CUST000234,12,115.2,0,0,5,5,2,3.4
CUST000235,32,367.9,2,1,7,4,4,3.5
CUST000236,43,339.9,2,3,10,2,4,3.8
CUST000237,18,166.3,8,2,3,7,1,2.6
CUST000238,7,37.5,2,1,3,2,7,2.4
CUST000239,20,67.2,4,1,7,2,2,3.1
CUST000240,8,94.8,8,1,5,3,1,3.8
CUST000241,12,58.3,3,1,7,6,3,4.0
CUST000242,21,142.2,1,0,5,6,1,3.9
CUST000243,40,306.5,7,3,3,5,3,4.1
CUST000244,18,81.6,1,0,0,4,2,3.2
CUST000245,45,202.4,2,1,4,8,2,4.6
CUST000246,16,189.2,1,0,4,3,2,4.6
CUST000247,14,81.7,1,0,3,6,3,3.9
CUST000248,17,70.0,4,3,7,6,4,3.8
CUST000249,12,90.0,2,0,4,6,2,4.0
CUST000250,15,44.6,3,1,1,7,1,4.0
CUST000251,26,142.9,2,0,3,11,3,3.1
CUST000252,8,50.7,4,1,4,6,3,3.3
CUST000253,20,195.3,2,3,3,6,0,4.0
CUST000254,34,174.6,1,0,5,9,0,4.2
CUST000255,25,200.4,1,0,8,7,2,4.3
CUST000256,7,58.5,2,1,2,3,3,2.8
CUST000257,15,41.3,3,2,3,2,5,2.8
CUST000258,24,275.9,3,1,2,3,2,2.4
CUST000259,27,141.7,4,4,2,8,2,3.8
CUST000260,38,284.6,1,0,5,5,0,4.5
CUST000261,15,62.2,2,0,1,6,3,3.0
CUST000262,12,92.8,4,3,5,2,3,3.1
CUST000263,29,225.3,2,1,5,6,3,4.1
CUST000264,10,93.3,6,3,6,4,1,3.7
CUST000265,24,249.7,5,0,3,4,5,3.1
CUST000266,13,45.4,1,1,4,3,4,3.3
CUST000267,9,73.5,2,2,5,3,3,3.8
CUST000268,14,146.7,0,0,6,8,7,4.1
CUST000269,19,112.7,3,0,2,11,5,3.7
CUST000270,14,120.7,5,2,3,4,5,3.0
CUST000271,27,189.4,1,0,2,10,0,5.0
CUST000272,18,102.0,5,0,1,8,1,3.4
CUST000273,18,116.1,3,1,4,4,1,3.7
CUST000274,16,57.5,2,0,3,2,3,3.3
CUST000275,19,199.8,4,3,6,6,5,4.3
CUST000276,8,54.1,5,0,1,3,8,1.7
CUST000277,15,178.6,4,0,0,2,5,2.5
CUST000278,13,110.6,4,1,4,5,3,4.1
CUST000279,19,216.0,3,1,8,9,4,3.7
CUST000280,34,296.8,2,0,5,0,4,3.1
CUST000281,47,554.1,3,1,7,1,3,2.6
CUST000282,20,207.3,2,0,6,7,4,2.9
CUST000283,15,158.5,6,2,2,9,6,3.9
CUST000284,49,339.1,8,3,3,5,4,2.9
CUST000285,13,85.4,2,1,4,7,5,3.4
CUST000286,52,151.0,7,6,4,8,2,3.7
CUST000287,17,65.5,5,0,3,4,4,3.2
CUST000288,27,279.2,4,0,9,5,5,3.7
CUST000289,9,67.7,6,3,3,5,6,2.3
CUST000290,13,146.9,5,1,5,1,2,3.4
CUST000291,20,216.6,7,4,3,8,0,3.6
CUST000292,12,80.1,3,0,4,4,2,3.5
CUST000293,13,91.6,4,0,6,5,5,3.9
CUST000294,15,89.8,6,0,3,6,3,3.0
CUST000295,33,179.6,0,0,2,7,0,5.0
CUST000296,37,417.6,4,2,3,4,2,2.9
CUST000297,32,263.6,6,1,2,6,3,2.3
CUST000298,32,368.1,2,2,7,5,0,5.0
CUST000299,11,47.6,0,0,3,3,1,3.4
CUST000300,37,114.4,5,4,5,6,2,2.9
CUST000301,25,196.6,2,1,2,8,1,2.7
CUST000302,19,99.2,0,0,5,4,2,3.7
CUST000303,18,133.5,4,2,3,2,0,3.2
CUST000304,17,69.6,5,1,2,4,4,3.0
CUST000305,17,136.1,2,0,6,5,5,4.5
CUST000306,8,43.3,10,6,4,1,4,3.3
CUST000307,27,73.6,2,0,2,7,4,4.7
CUST000308,26,234.3,5,4,5,6,0,2.6
CUST000309,23,238.2,1,0,5,9,1,4.6
CUST000310,32,179.1,6,5,3,10,4,3.2
CUST000311,35,328.2,3,1,5,5,1,3.8
CUST000312,12,140.8,0,0,7,10,2,4.5
CUST000313,23,266.4,3,2,3,5,3,3.4
CUST000314,6,68.3,2,0,2,8,1,4.4
CUST000315,15,90.9,5,3,2,4,1,4.2
CUST000316,23,201.2,3,1,6,6,2,3.9
CUST000317,14,114.7,3,2,8,8,0,3.0
CUST000318,40,107.9,7,2,1,6,4,2.8
CUST000319,9,88.3,4,1,5,2,5,3.1
CUST000320,26,309.3,5,2,2,3,0,3.6
CUST000321,15,154.8,5,2,4,3,5,2.7
CUST000322,10,71.0,5,0,1,4,2,4.0
CUST000323,25,154.6,1,0,5,3,4,4.4
CUST000324,32,97.9,5,1,5,8,5,4.0
CUST000325,15,39.5,2,1,4,7,2,4.3
CUST000326,10,33.4,6,8,6,9,1,3.4
CUST000327,17,141.7,4,4,6,6,1,3.0
CUST000328,11,71.6,4,2,6,5,1,4.0
CUST000329,14,85.0,1,1,4,3,6,2.2
CUST000330,16,45.4,2,1,2,7,3,4.0
CUST000331,16,86.8,6,2,4,8,2,2.9
CUST000332,34,198.1,2,0,3,8,0,3.4
CUST000333,11,102.2,3,5,2,5,0,3.9
CUST000334,19,69.5,4,2,3,3,0,2.8
CUST000335,27,179.2,2,0,2,9,3,4.5
CUST000336,36,118.7,4,1,4,5,4,3.5
CUST000337,32,347.2,7,2,4,6,1,1.9
CUST000338,20,157.4,5,0,2,5,1,3.1
CUST000339,24,134.2,0,0,2,7,4,4.1
CUST000340,10,74.0,6,1,1,6,1,3.4
CUST000341,3,19.8,3,1,5,6,2,3.4
CUST000342,32,86.4,4,1,3,6,5,2.3
CUST000343,11,62.2,6,2,0,4,1,3.1
CUST000344,30,193.0,0,0,7,6,1,5.0
CUST000345,25,281.6,7,2,1,8,2,3.7
CUST000346,15,130.6,0,0,3,5,2,3.9
CUST000347,9,104.0,2,0,3,1,2,3.5
CUST000348,6,65.3,5,1,3,5,2,3.2
CUST000349,24,175.9,2,0,3,5,4,3.6
CUST000350,13,72.6,2,2,2,2,3,4.0
CUST000351,36,235.2,8,6,5,5,2,3.4
CUST000352,15,137.2,1,1,4,8,0,4.4
CUST000353,12,67.7,2,0,3,2,0,3.0
CUST000354,44,255.4,5,2,1,7,4,3.8
CUST000355,24,159.6,2,1,1,7,1,2.9
CUST000356,25,166.3,0,0,4,6,2,3.7
CUST000357,12,131.4,8,2,2,2,4,3.0
CUST000358,22,82.0,0,0,9,6,2,5.0
CUST000359,41,211.6,6,3,4,6,4,3.5
CUST000360,11,128.2,2,2,4,7,2,3.9
CUST000361,13,44.9,5,1,4,2,3,3.0
CUST000362,49,129.6,1,0,4,4,3,3.9
CUST000363,31,317.4,6,5,5,7,3,2.9
CUST000364,46,324.1,1,0,5,7,5,4.1
CUST000365,22,248.5,1,0,3,4,1,3.7
CUST000366,42,317.9,3,1,4,6,3,3.6
CUST000367,25,120.1,7,2,7,6,3,3.9
CUST000368,38,125.9,5,2,2,5,4,3.1
CUST000369,23,59.2,4,2,3,6,6,4.3
CUST000370,29,181.2,5,2,5,6,5,2.6
CUST000371,20,85.0,5,2,2,3,4,3.0
CUST000372,12,64.5,6,2,4,5,5,2.9
CUST000373,13,134.2,0,0,2,10,0,4.5
CUST000374,25,251.0,3,2,4,2,6,2.5
CUST000375,23,213.7,2,1,4,3,2,3.2
CUST000376,20,132.3,6,1,1,6,0,4.3
CUST000377,24,61.9,4,0,4,6,1,3.8
CUST000378,17,67.5,2,1,3,4,0,3.7
CUST000379,23,181.6,2,2,7,5,4,2.9
CUST000380,21,67.0,5,1,1,7,1,3.6
CUST000381,7,74.9,0,0,3,9,0,5.0
CUST000382,22,160.9,3,1,2,9,2,3.5
CUST000383,14,75.5,2,2,4,6,2,4.8
CUST000384,17,144.6,3,2,3,6,2,3.3
CUST000385,25,260.3,4,1,5,4,1,2.9
CUST000386,36,388.1,8,3,4,5,10,3.1
CUST000387,34,355.3,5,3,3,3,4,2.8
CUST000388,41,428.3,4,0,3,8,2,3.5
CUST000389,29,214.4,4,0,5,6,5,4.0
CUST000390,18,167.3,2,0,4,5,1,4.0
CUST000391,20,204.0,3,1,5,7,2,3.6
CUST000392,11,127.1,2,2,1,7,3,3.4
CUST000393,19,78.8,2,2,3,7,6,4.5
CUST000394,7,57.8,4,3,1,11,3,3.4
CUST000395,20,144.9,3,2,4,6,0,2.3
CUST000396,35,132.1,5,0,5,12,2,3.9
CUST000397,20,125.1,4,6,5,7,3,4.4
CUST000398,17,180.5,3,0,2,6,3,3.2
CUST000399,22,124.6,2,0,8,4,1,3.9
CUST000400,9,97.7,0,0,1,8,2,3.3
CUST000401,32,369.0,1,0,10,5,3,4.3
CUST000402,29,136.4,6,0,5,5,3,3.1
CUST000403,24,285.0,7,3,4,6,6,3.0
CUST000404,21,144.7,3,0,7,7,3,3.6
CUST000405,14,63.1,5,2,2,8,2,4.2
CUST000406,38,250.4,3,1,5,5,4,4.0
CUST000407,34,223.0,7,6,2,3,5,2.1
CUST000408,8,65.9,3,1,3,2,3,3.2
CUST000409,16,79.8,5,2,3,8,5,2.7
CUST000410,57,667.1,5,0,2,6,2,2.9
CUST000411,41,192.2,2,1,9,2,2,3.7
CUST000412,6,56.4,5,1,5,3,1,3.1
CUST000413,8,21.4,1,0,2,7,0,5.0
CUST000414,40,275.7,1,2,1,4,4,3.5
CUST000415,44,475.4,2,1,5,4,5,3.8
CUST000416,14,78.2,5,1,2,5,2,4.8
CUST000417,26,123.4,5,0,3,2,2,2.2
CUST000418,24,69.1,7,1,7,8,3,4.0
CUST000419,16,70.9,4,1,2,5,2,2.4
CUST000420,23,173.7,6,5,1,6,5,2.4
CUST000421,15,87.0,5,2,6,8,5,3.3
CUST000422,15,53.5,2,0,4,2,2,5.0
CUST000423,21,125.0,8,2,3,5,3,2.5
CUST000424,23,184.2,7,2,2,7,3,2.7
CUST000425,26,120.1,1,1,5,6,2,4.1
CUST000426,31,283.5,2,0,1,7,2,3.8
CUST000427,27,140.1,5,3,4,0,4,2.4
CUST000428,20,184.4,3,2,4,11,6,3.6
CUST000429,9,99.7,3,0,1,7,2,3.6
CUST000430,11,100.4,1,0,8,3,0,5.0
CUST000431,39,185.3,3,1,4,7,5,3.1
CUST000432,26,176.2,2,2,3,4,2,3.4
CUST000433,20,52.1,2,2,3,7,6,3.4
CUST000434,7,71.9,0,0,0,3,1,3.6
CUST000435,30,216.2,6,1,0,2,2,2.9
CUST000436,13,129.0,5,2,1,5,3,3.3
CUST000437,23,271.7,3,4,1,2,6,2.6
CUST000438,26,304.2,5,6,4,8,3,4.0
CUST000439,30,317.5,3,1,3,3,1,3.5
CUST000440,24,165.5,3,1,4,1,5,3.2
CUST000441,25,129.1,5,2,4,10,0,3.8
CUST000442,68,401.3,1,1,2,7,1,4.1
CUST000443,51,515.2,5,1,3,6,1,3.9
CUST000444,24,274.3,6,2,2,7,4,3.8
CUST000445,13,47.8,2,1,3,6,1,3.5
CUST000446,36,332.7,6,2,5,5,2,2.9
CUST000447,19,137.3,5,0,4,6,2,3.8
CUST000448,19,134.6,2,1,7,3,1,5.0
CUST000449,17,115.8,2,1,3,9,2,3.7
CUST000450,33,91.1,2,0,5,6,1,4.0
CUST000451,21,204.1,3,1,4,9,2,4.3
CUST000452,16,63.4,6,1,3,10,1,4.0
CUST000453,21,116.6,2,1,2,4,3,3.4
CUST000454,22,238.1,3,0,4,1,2,3.0
CUST000455,21,58.7,3,1,9,9,3,4.5
CUST000456,49,302.2,1,1,6,3,3,3.4
CUST000457,12,110.8,8,7,1,5,2,3.5
CUST000458,19,99.6,4,6,6,5,3,3.5
CUST000459,32,121.4,4,0,3,4,4,3.3
CUST000460,27,188.2,2,1,3,6,2,3.6
CUST000461,23,262.1,2,1,3,3,3,4.0
CUST000462,21,169.9,5,2,3,3,3,1.9
CUST000463,37,97.6,5,3,4,4,2,3.0
CUST000464,35,289.1,9,5,2,8,4,3.8
CUST000465,14,137.2,1,0,3,1,3,3.6
CUST000466,13,118.7,5,2,8,6,1,3.2
CUST000467,18,97.7,1,0,6,7,3,2.7
CUST000468,52,541.3,6,1,2,3,4,3.2
CUST000469,14,67.4,3,0,3,5,0,3.4
CUST000470,14,63.9,3,2,6,9,1,4.8
CUST000471,26,130.3,2,1,5,6,3,4.3
CUST000472,28,162.3,6,2,2,5,3,2.7
CUST000473,10,83.4,5,2,1,4,4,2.5
CUST000474,21,232.2,1,0,2,3,3,3.4
CUST000475,30,78.9,5,1,1,2,2,1.9
CUST000476,13,112.3,3,0,7,6,0,3.7
CUST000477,23,188.3,5,4,2,4,6,3.4
CUST000478,34,340.1,2,0,1,4,1,3.9
CUST000479,9,61.7,2,1,2,7,0,3.2
CUST000480,5,14.3,0,0,6,8,0,4.9
CUST000481,24,80.9,5,2,4,5,2,3.3
CUST000482,11,123.6,3,0,1,6,5,3.3
CUST000483,12,95.4,5,3,5,7,1,3.6
CUST000484,46,502.5,6,4,7,7,3,3.4
CUST000485,17,135.8,3,1,6,7,0,3.4
CUST000486,11,66.9,1,0,4,3,5,4.1
CUST000487,26,118.5,3,1,3,5,1,3.5
CUST000488,25,262.9,1,0,5,10,7,3.5
CUST000489,16,44.0,4,1,3,6,1,3.2
CUST000490,11,66.7,7,2,7,4,4,3.9
CUST000491,22,213.2,3,1,5,1,1,2.7
CUST000492,19,193.4,0,0,2,7,1,4.1
CUST000493,13,83.1,1,2,4,4,2,2.8
CUST000494,16,125.1,5,3,1,5,2,2.7
CUST000495,8,30.4,6,6,2,8,3,3.7
CUST000496,33,218.5,5,3,3,6,3,2.8
CUST000497,14,127.4,3,1,5,5,0,3.7
CUST000498,22,140.2,4,4,5,6,2,3.6
CUST000499,17,125.4,2,0,4,6,0,5.0
CUST000500,6,21.8,1,1,3,8,2,4.1
CUST000501,30,290.8,9,3,6,11,5,4.3
CUST000502,4,36.0,3,3,1,6,1,4.4
CUST000503,30,352.3,1,0,6,8,3,3.4
CUST000504,10,42.2,2,0,5,5,8,2.8
CUST000505,17,56.2,3,0,4,3,3,3.6
CUST000506,36,399.1,4,3,2,3,1,4.1
CUST000507,20,202.7,9,3,7,4,5,3.1
CUST000508,30,81.4,4,1,5,7,6,2.9
CUST000509,11,63.9,0,0,4,7,0,4.1
CUST000510,10,54.7,1,1,5,6,1,3.5
CUST000511,23,166.4,6,0,4,4,2,3.8
CUST000512,11,56.5,2,0,5,5,0,4.8
CUST000513,15,162.2,3,2,4,3,4,3.1
CUST000514,7,33.1,4,4,4,1,2,3.0
CUST000515,15,83.8,3,1,4,6,1,3.1
CUST000516,23,112.9,3,1,5,4,4,2.5
CUST000517,14,100.0,7,2,4,6,4,3.0
CUST000518,19,111.6,7,3,7,5,1,2.6
CUST000519,7,50.7,1,1,4,8,2,3.2
CUST000520,12,137.3,4,1,3,6,0,3.2
CUST000521,19,170.2,5,5,1,8,4,2.4
CUST000522,15,51.2,6,2,6,9,4,4.1
CUST000523,24,270.0,5,2,2,4,2,2.4
CUST000524,30,303.7,3,1,5,6,1,3.7
CUST000525,7,24.5,4,1,5,5,5,2.8
CUST000526,48,519.9,2,1,7,3,1,4.0
CUST000527,15,63.3,4,0,3,10,1,2.9
CUST000528,24,282.5,3,1,5,5,0,4.5
CUST000529,13,79.3,8,3,4,7,4,3.8
CUST000530,13,150.7,12,4,3,5,3,2.0
CUST000531,13,114.4,1,1,3,8,2,4.6
CUST000532,21,200.0,6,2,2,6,2,3.4
CUST000533,20,75.8,4,2,2,8,3,3.1
